SL,TIME,BP,CIRCLUATION,HR,EEG,ACTIVITY
7389.39,6418.5,50,545,93,-1601.06,3
7391.74,6007.39,49,545,93,-1599.62,2
7392.17,6477.57,36,545,93,-1457.71,4
7394.56,5906.72,50,545,93,-1788,0
7400.19,5767.18,72,457,104,-1826,4
7401.87,6056.01,51,545,93,-1576.64,3
7402.69,6385.82,48,545,93,-1479.59,2
7403.12,6162.4,50,545,93,-1626.62,2
7403.93,6278.87,50,545,93,-1606.57,2
7405.25,6039.51,48,545,93,-1601.18,3
7406.38,6615.25,22,545,93,-1514.54,3
7411.64,6463.66,48,545,93,-1468.58,3
7412.65,6311.58,48,545,93,-1639.34,3
7418.07,6626.48,158,486,109,-1620,5
7419,7026.64,27,455,118,-3252,0
7424.71,6257.37,39,545,93,-1627.17,2
7427.56,6052.64,44,545,93,-1613.27,2
7427.68,6035.29,50,545,93,-1650.36,3
7430.59,6240.92,48,545,93,-1611.26,3
7432.71,6478.36,48,545,93,-1625.51,3
7433.01,6307.62,48,545,93,-1462.86,3
7435.13,5877.36,46,545,93,-1598.98,3
7435.98,5638.36,75,457,104,-1947.05,3
7437.4,6380.73,158,486,109,-2150,5
7439.96,6129.75,48,545,93,-1575.71,3
7443.83,6316.49,48,545,93,-1595.74,4
7446.61,6252.59,47,545,93,-1609.68,3
7449.21,7591.78,170,486,109,-1600,4
7452.76,6214.89,54,545,93,-1596.9,2
7455.81,6114.16,64,457,104,-1788.78,4
7457.23,6374.94,48,545,93,-1450.34,3
7458.94,6410,49,545,93,-1624.6,3
7460.14,5830.33,50,545,93,-1634.41,3
7460.46,7525.46,159,486,109,-2180,4
7463.7,6038.51,9,395,80,-1499.3,0
7467.09,5945.21,65,457,104,-1809.98,3
7467.23,6180.76,50,545,93,-1600.34,2
7468.51,6240.1,46,545,93,-1629.79,2
7474.44,5629.78,77,457,104,-1883.02,2
7477.43,5867.78,75,457,104,-1889.45,2
7478.93,5652.19,77,457,104,-1887.15,2
7479,6919.05,10,400,107,-1608,0
7479.89,5632.17,77,457,104,-1886.75,2
7480.09,6886.36,32,545,93,-1462.33,2
7481,7827.7,7,400,97,-2187,0
7481.82,6965.81,21,453,111,-1490,4
7485,7527.58,3,427,124,-3029,0
7486.72,6545.66,158,486,109,-2380,4
7489.4,5685.22,71,457,104,-1817.31,2
7491.51,6250.94,48,545,93,-1620.9,2
7492.4,5637.5,75,457,104,-1897.54,2
7493.86,6224.33,49,545,93,-1582.8,4
7494.53,7511.96,160,486,109,-1470,5
7495.05,5794.36,73,457,104,-1844.16,2
7495.28,7970.29,13,453,111,-1240,3
7496.42,5640.69,77,457,104,-2039.47,2
7501.9,6018.89,47,545,93,-1587.74,4
7506,7490.27,11,399,116,-2734,0
7510,6727.45,16,458,116,-1805,0
7511.58,7558.99,157,486,109,-1780,5
7513.26,5761.34,72,457,104,-1807.58,2
7514.77,5816.71,48,545,93,-1651.94,4
7516.67,5804.35,75,457,104,-1862.49,2
7517.29,5447.22,75,457,104,-1975.54,2
7518.67,5915.13,72,457,104,-1790.13,2
7519.15,5511.12,75,457,104,-1896.12,2
7519.76,5776.58,75,457,104,-1861.28,2
7519.91,5986.14,69,457,104,-1763.93,2
7520.27,5990.55,71,457,104,-1775.23,2
7520.58,5854.02,72,457,104,-1818.59,2
7520.67,5773.19,75,457,104,-1868.76,2
7521.78,5643.88,75,457,104,-1885.26,2
7521.89,5814.95,75,457,104,-1830.41,2
7522,7480.07,65,455,121,-2951,0
7523.34,6131.69,50,545,93,-1728.79,3
7524.57,5820.1,75,457,104,-1888.65,2
7525.81,6360.29,48,545,93,-1663.89,2
7527,7853.09,28,371,124,-2901,0
7527.33,5942.39,67,457,104,-1847.72,5
7529.08,5261.13,45,405,90,-1609.75,5
7529.36,5840.35,59,457,104,-1900.47,3
7529.48,6009.19,52,545,93,-1620.08,3
7530.17,6524.68,13,405,90,-1412.32,0
7531.91,5759.51,75,457,104,-1860.49,2
7534.34,6400.31,34,545,93,-1459.57,5
7534.57,5989.77,41,545,93,-1601.19,2
7535.97,6159.77,52,545,93,-1600.03,3
7539,7095.22,16,454,131,-4593,0
7540.72,5584.99,75,457,104,-1894.44,2
7542.96,5766.26,71,457,104,-1786.1,2
7544,6988.65,60,426,113,-3751,0
7546.56,5740.49,77,457,104,-1877.2,2
7551.51,7986.21,134,486,109,-689,5
7555.29,5954.92,49,545,93,-1612.32,3
7557.83,5519.64,73,457,104,-1880.48,2
7558.77,6305.77,52,545,93,-1685.24,2
7559.43,5783.28,75,457,104,-1862.81,2
7563.37,6046.27,52,545,93,-1677.79,3
7563.56,5732.42,77,457,104,-1891.06,2
7565.27,6110.93,52,545,93,-1676.77,3
7565.56,5635.56,75,457,104,-1856.68,2
7565.73,6144.78,50,545,93,-1617.45,3
7567.26,5825.5,75,457,104,-1863.51,2
7567.36,5719.65,77,457,104,-1886.94,2
7567.57,5917.43,75,457,104,-1843.06,2
7567.61,5724.02,77,457,104,-1872.21,2
7567.99,5648.57,71,457,104,-1851.88,2
7569.3,5778.87,77,457,104,-1883.27,2
7569.49,5795.33,75,457,104,-1857.88,2
7572.35,5582.09,73,457,104,-1858.38,2
7573,9755.31,75,483,135,-3094,0
7573.13,6207.89,50,545,93,-1726.45,2
7573.91,5721.11,77,457,104,-1882.76,2
7574.48,5787.82,48,545,93,-1654.26,3
7577.67,5867.66,67,457,104,-1884.85,3
7577.92,5573.2,73,457,104,-1859.39,2
7578.22,5659.65,75,457,104,-1873.41,2
7578.77,5766.57,75,457,104,-1878.23,2
7580.74,6435.55,54,545,93,-1594.37,3
7581.54,5595.9,75,457,104,-1884.13,2
7581.84,6381.04,47,545,93,-1546.63,3
7582.64,6477.07,64,457,104,-1617.91,2
7583.56,5565.11,75,457,104,-1976.6,2
7585.75,7976.18,161,486,109,-1690,5
7585.97,5672.97,73,457,104,-1876.44,2
7587.48,5625.71,73,457,104,-1889.99,2
7590.15,5897.64,74,457,104,-1822.1,2
7590.46,5802.07,75,457,104,-1856.07,2
7591.64,5692.01,67,457,104,-1845.72,2
7593.53,5909.9,63,457,104,-1759.44,2
7596.52,5841.77,77,457,104,-1812.57,2
7598,4885.26,9,582,88,-1470,0
7598.07,6149.15,77,457,104,-1879.64,2
7598.19,5644.75,77,457,104,-1856.42,2
7600.05,6024.53,67,457,104,-1881.43,3
7600.37,5643.51,71,457,104,-1810.03,2
7601.68,6170.51,19,516,102,-2120,4
7604,6461.74,14,517,121,-1208,0
7606.64,5633.96,74,457,104,-1836.89,2
7607.97,8329.45,12,453,111,-1080,4
7610.86,5922.36,70,457,104,-1825.33,2
7611.03,5600.53,75,457,104,-1890.14,2
7611.2,5576.24,76,457,104,-1845.67,2
7612.08,6058.42,77,457,104,-1763.44,5
7613,5785.37,4,486,93,-1976,0
7614.94,8002.54,148,486,109,-555,4
7615.24,5691.27,75,457,104,-1820.93,2
7619.58,5765.27,72,457,104,-1876.75,2
7619.87,5963.25,68,457,104,-1770.49,2
7619.97,5653.71,75,457,104,-1857.09,2
7621.09,5637.88,76,457,104,-1902.67,2
7623.57,6005.09,75,457,104,-1938.15,2
7623.93,5565.15,67,457,104,-1859.57,2
7624.76,6070.52,55,457,104,-1695.06,4
7625.5,5661.36,76,457,104,-1873.76,2
7626.51,5713.29,72,457,104,-1807,2
7626.79,5663.9,75,457,104,-1887.78,2
7627,7564.5,15,519,130,-1351,0
7629.35,5702.86,76,457,104,-1891.11,2
7629.94,5679.54,73,457,104,-1872.51,2
7630.65,5738.53,67,457,104,-1855.87,2
7633.45,5686.45,75,457,104,-1903.59,2
7633.71,5732.72,73,457,104,-1791.5,2
7633.88,6065.01,75,457,104,-1757.47,4
7636.09,5824.42,76,457,104,-1817.4,2
7636.17,6532.65,161,486,109,-2270,4
7637.86,7548.72,11,453,111,-727,4
7638.58,5778.55,73,457,104,-1808.39,2
7639.01,5640.65,77,457,104,-1963.49,2
7640.84,5649.4,75,457,104,-1868.77,2
7643,5925.06,11,487,108,-3609,0
7643.18,5686.6,69,457,104,-1804.92,5
7644.06,6597.62,69,457,104,-1647.9,3
7644.91,5427.7,69,457,104,-1929.04,2
7645.54,5660.8,73,457,104,-1879.64,2
7646.19,5612.96,73,457,104,-1898.47,2
7646.62,7918.96,157,486,109,-1900,5
7647.02,5853.13,73,457,104,-1818.72,2
7647.12,5939.93,65,457,104,-1771.55,2
7647.96,5854.07,72,457,104,-1876.87,2
7649,8143.2,42,456,144,-2771,0
7649.55,5831.38,74,457,104,-1771.68,2
7650.22,5814.76,69,457,104,-1768.57,2
7653,9386.98,29,426,128,-2669,0
7653.58,7431.5,12,453,111,-1770,5
7653.64,7953.08,142,486,109,-1030,5
7659,6772.75,12,484,109,-4207,0
7659,7578.54,13,399,116,-1835,0
7659.37,5720.32,72,457,104,-1845.05,2
7660.14,5793.87,75,457,104,-1863.96,2
7660.45,5787.34,75,457,104,-1858.93,2
7661.06,5791.45,71,457,104,-1838.69,2
7661.08,5724.24,71,457,104,-1842.84,2
7665.17,5834.93,69,457,104,-1913.24,3
7666.13,5936.43,74,457,104,-1818.38,2
7669.3,5780.2,74,457,104,-1828.78,2
7671.02,5864.46,76,457,104,-1833.55,2
7671.4,6164.25,18,516,102,-2200,4
7673,8745.97,21,459,149,-3097,0
7674.6,5963.61,70,457,104,-1766.02,2
7674.75,7622.18,138,486,109,-958,5
7674.82,5750.26,72,457,104,-1888.87,2
7675.44,5978.39,72,457,104,-1735.06,2
7680.17,5756.39,72,457,104,-1754.8,2
7682.91,8567.66,13,453,111,-1020,4
7683,6868.97,37,517,116,-2745,0
7684.12,5820.77,77,457,104,-1913.96,2
7686.05,7981.66,147,486,109,-248,5
7699,6344.76,14,551,118,-2881,0
7702.67,5751.1,74,457,104,-1791.66,2
7706.91,5731.29,74,457,104,-1816.5,2
7709.18,6062.76,71,457,104,-1711.21,2
7714,8004.08,75,458,126,-2038,0
7715.43,7340.32,20,453,111,-1650,4
7715.91,6721.83,41,405,90,-1376.99,5
7720,8409.31,28,430,144,-2625,0
7727.19,6556.03,33,405,90,-1422.31,5
7729.31,6837.26,52,457,104,-1629.46,5
7732.68,5897.13,73,457,104,-1738.08,2
7732.83,7129.49,136,486,109,-372,5
7736.04,5731.44,72,457,104,-1857.48,5
7738,6661.98,10,520,114,-2490,0
7749.09,6039.84,73,457,104,-1753.12,4
7749.59,7282.13,159,486,109,-928,5
7750,6429.33,13,491,109,-731,0
7759.93,7285.41,15,453,111,-1720,4
7760.84,5906.01,69,457,104,-1811.16,2
7767.64,6740.25,65,431,107,-2012.83,0
7771,6697.88,55,369,92,-2869,0
7774.27,6262.62,49,545,93,-1686.72,3
7775.14,7519.7,158,486,109,-1860,4
7775.33,5939.75,73,457,104,-1735.63,2
7777.21,7988.65,12,453,111,-1210,3
7802.38,6599.96,20,516,102,-1870,4
7802.57,6325.03,67,457,104,-1693.64,2
7808.31,5965.85,72,457,104,-1832.09,2
7816.07,5914.76,75,457,104,-1863.36,2
7822.57,6314.76,63,457,104,-1731.5,4
7826,6906.91,63,485,109,-2549,0
7827,5876.49,10,515,94,-2128,0
7843,7281.78,21,488,133,-1599,0
7846,7419.06,15,457,115,-1990,0
7857.72,5863.78,42,545,93,-1623.28,4
7857.99,6093.92,64,457,104,-1821.07,4
7859.11,7104.21,147,486,109,-2140,5
7861,6056.49,20,517,102,-2359,0
7872,6940.64,26,315,97,-2576,0
7910.71,7766.34,148,486,109,-934,4
7911.56,7089.95,20,521,113,-2416.19,0
7926.71,8147.39,154,486,109,-1650,5
7931,6991.69,24,430,116,-3310,0
7932.86,7529.41,149,486,109,-1200,4
7936.77,5677.78,82,457,104,-1979.79,4
7943,6537.18,13,516,101,-2738,0
7955.4,7327.93,149,486,109,-2420,5
7974,7681.59,23,488,137,-2144,0
7976,7832.53,27,430,146,-4063,0
7979,6381,7,485,96,-2636,0
7991,6972.91,33,428,112,-3076,0
8002,8302.25,55,488,148,-4201,0
8012,8414.01,34,487,133,-2649,0
8013.07,7674,20,453,111,-1030,4
8018.91,7703.54,150,486,109,-1700,4
8019.28,7573.64,34,549,149,-2280,4
8021,6709.43,18,484,112,-1961,0
8026,7924.6,25,373,127,-2107,0
8032,8447.4,49,458,146,-2235,0
8034,7311.42,156,487,117,-2579,0
8038.89,7410.17,30,549,149,-3440,4
8051.06,7046.89,12,546,109,-2378.74,0
8051.45,6190.68,157,486,109,-1940,5
8053,8846.52,9,397,109,-3018,0
8055,8008.49,20,490,139,-3990,0
8057,8088,25,518,120,-2065,0
8070,7016.58,30,487,123,-1503,0
8098,7378.51,26,431,112,-2667,0
8111,6511.57,20,518,112,-3585,0
8116,6909.55,53,490,113,-3089,0
8118.92,8571.41,154,486,109,-840,4
8137.41,6913.55,21,516,102,-1200,4
8139.45,7656.72,152,486,109,-1130,4
8143,6094.49,12,485,87,-2117,0
8146,8694.47,31,426,133,-2647,0
8151,7088.49,13,486,120,-4811,0
8160.42,7698.59,17,453,111,-1600,4
8166,6747.89,41,550,127,-1481,0
8169,5590.87,214,614,102,-2432,0
8171.56,7525.34,20,453,111,-1830,4
8175,6708.79,12,520,120,-2738,0
8180.63,7420.93,37,549,149,-2820,4
8188,5192.11,12,515,71,-1207,0
8208,5641.7,8,397,75,-2231,0
8210,6925.95,9,552,101,-3273,0
8225.33,6043.15,57,582,98,-2301.62,0
8226,6336.07,53,553,108,-1936,0
8242,7214.29,16,457,117,-2144,0
8242.13,6524.92,23,516,102,-1560,4
8242.18,6474.53,32,516,102,-1640,3
8242.85,6862.51,69,517,107,-1895.74,5
8248,9968.79,35,402,142,-3528,0
8281,8184.05,16,399,137,-4037,0
8300.06,6560,23,516,102,-1270,4
8311.36,6851.9,15,516,102,-1570,5
8320,6939.92,8,552,100,-2453,0
8333.26,6454.54,70,457,104,-1673.92,5
8335.23,7829.07,24,453,111,2400,4
8344,8374.78,33,491,153,-3229,0
8352,7192.66,21,520,128,-1868,0
8352,8380.32,31,485,142,-2402,0
8353.2,7303.26,70,517,107,-1876.75,4
8357.91,6666.19,23,516,102,-908,4
8367.77,6211.95,21,520,98,-1799.94,0
8372,6470.74,9,580,105,-2215,0
8386,7397.05,24,485,121,-1087,0
8392.86,6638.04,27,516,102,-1050,4
8410,6824.43,29,519,106,-2171,0
8420,8606.25,15,491,147,-4215,0
8434,7055.63,21,452,110,-2295,0
8436,6751.22,27,491,124,-2977,0
8444,7280.09,5,289,72,-2813,0
8444,6582.9,50,516,111,-2808,0
8451.87,7106.28,74,517,107,-1857.13,4
8463,6496.26,11,553,117,-1578,0
8471.38,6703.13,19,516,102,-1310,5
8475,8013.7,17,546,135,-5110,0
8475.91,6371.28,26,516,102,-1610,4
8489.3,6191.28,31,483,87,-1538.27,0
8492,6572.41,45,590,136,-2410,0
8501,5344.23,14,648,90,-2029,0
8504.54,6962.62,19,516,102,-1560,5
8524,7048.35,52,483,110,-2436,0
8545,7503.73,64,517,109,-3731,0
8545.15,7269.79,77,517,107,-2045.44,0
8552,6494.84,37,514,105,-1956,0
8561.13,7191.21,19,425,97,-1723.04,0
8567.68,6682.57,21,516,102,-1640,5
8568,7929.26,66,553,154,-2136,0
8580,8891.96,18,517,123,-3250,0
8594,6544.62,17,490,116,-2795,0
8611.9,6964.4,29,516,102,-1070,5
8616,6189.49,17,585,113,-1915,0
8616.84,7711.99,33,549,149,-2800,4
8617,6317.22,36,615,113,-3164,0
8623.55,7457.25,69,517,107,-1865.5,5
8625,5939.53,14,585,108,-2332,0
8636.91,6578.22,29,516,102,-1780,4
8645.74,6654.23,21,516,102,-2440,4
8650,7205.99,61,520,128,-3260,0
8664,6966.87,11,553,135,-1366,0
8665.53,6858.97,17,516,102,-1600,5
8676.73,5533.08,46,577,93,-1712.58,0
8681.2,7545.52,26,516,102,-2040,5
8681.61,7350.5,73,517,107,-1884.02,5
8682.15,6948.31,20,516,102,-2600,4
8690,6629.8,14,519,122,-2010,0
8698,6981.71,20,522,119,-2918,0
8702.17,6913.07,64,517,107,-1903.26,5
8702.4,6885.9,64,517,107,-1902.74,5
8708,8442.41,24,322,125,-3046,0
8711,6610.67,45,489,109,-2540,0
8722,5702.15,11,581,94,-1378,0
8732,6090.81,4,518,120,-2142,0
8741.9,6925.62,79,487,122,-2584.27,0
8744.13,7656.68,38,516,102,-1030,4
8750,6434.34,10,520,108,-1509,0
8753,6091.91,19,582,110,-3267,0
8759,6479.81,23,584,114,-2797,0
8760,9383.91,21,344,119,-2413,0
8766,10116.6,19,400,138,-2512,0
8778,8413.92,11,317,108,-2836,0
8784.29,7382.44,73,517,107,-2015.32,4
8785,7333.47,15,552,106,-3057,0
8791,8035.89,18,486,118,-2323,0
8792,6432.88,39,515,102,-2015,0
8797.55,7725.13,27,549,149,774,5
8798.58,7363.05,73,517,107,-2013.69,4
8800,7666.97,10,552,136,-4650,0
8801,5652.44,15,653,100,-2067,0
8810,7264.28,11,399,107,-2463,0
8810.43,7547.22,27,516,102,-768,4
8818.23,7339.31,71,517,107,-1839.07,4
8826.73,7456.18,67,517,107,-1807.67,5
8834.93,7914.91,21,516,102,-1480,4
8841,7788.48,56,550,127,-2687,0
8845,7350.56,21,552,120,-3512,0
8845.78,8073.22,17,521,136,-3120.52,0
8848.22,7047.42,21,516,102,-1390,5
8862,7028.2,27,584,135,-1397,0
8865.56,7319.59,27,516,102,-1100,4
8874.15,7322.17,79,517,107,-1903.26,4
8875,7809.34,14,487,121,-3125,0
8877,7929.02,14,521,129,-3570,0
8892.35,7395.88,33,516,102,-1320,4
8899,7905.92,20,520,123,-1433,0
8903,8150.71,11,554,144,-2398,0
8907,7581.81,39,428,103,-3860,0
8910.23,6956.38,22,516,102,-795,5
8913.33,7655.19,24,516,102,-1030,5
8922,10042.5,32,347,125,-3609,0
8934,5851.98,14,651,117,-1916,0
8937,8479,66,457,139,-4661,0
8946,5537.33,40,689,102,-2618,0
8975,6488.37,18,551,120,-2028,0
8977.34,8100.68,23,516,102,-925,5
8978.42,7540.51,70,517,107,-1843.03,4
8991,6352.67,11,616,121,-2161,0
8991.08,7880.02,21,516,102,-1420,5
8995.95,7488.95,74,517,107,-1889.4,5
8996,7549.37,6,455,118,-2841,0
9001.47,7689.53,22,516,102,-1540,5
9001.68,7574.5,69,517,107,-1809.05,5
9002,6999.66,39,522,106,-1305,0
9002.38,7575.12,28,516,102,-1660,5
9002.88,7598.19,22,516,102,-1110,5
9009,6610.47,15,586,115,-2172,0
9009.24,7330.43,69,517,107,-1906.93,4
9009.8,7763.22,31,516,102,-1100,4
9011,10008.1,18,423,113,-2057,0
9011.31,7394.28,74,517,107,-1866.45,5
9012.58,7937.36,26,516,102,-1160,4
9015.01,7995.06,27,554,138,-2858.76,4
9017.26,7328.25,16,516,102,-1510,4
9018.02,7839.22,27,516,102,-1500,4
9020.02,7448.52,67,517,107,-1815.52,5
9022.32,7706.02,22,516,102,-1670,5
9031.08,7232.04,21,516,102,-2200,4
9037.35,7690.52,68,517,107,-1859.33,4
9045.68,7638.01,16,554,138,-2931.13,2
9047,8041.01,26,523,146,-2613,0
9051,7927.3,15,399,107,-1792,0
9057.85,7584.3,16,554,138,-2985.04,2
9061.36,7695.11,30,516,102,-1320,5
9073,6561.79,21,587,109,-1839,0
9073.63,7401.61,40,516,102,-1530,5
9075.62,7661.35,70,517,107,-1840.12,4
9088,6541.69,33,549,121,-2269,0
9089,6798.85,22,592,141,-2855,0
9095,7000.41,45,583,126,-2358,0
9097.98,7722.56,23,516,102,-1500,4
9104,7968.82,23,491,123,-967,0
9105,6522.77,14,523,104,-2560,0
9113.19,6730,25,516,102,-625,4
9114.66,7850.48,30,516,102,-1280,5
9119.28,6926.62,17,516,102,-2010,4
9128.2,7748.85,27,516,102,-2000,4
9130.03,7470.31,72,517,107,-1886.23,5
9130.35,7610.95,22,516,102,-1020,4
9138,6145.48,7,581,105,-2117,0
9140.55,7825.4,27,516,102,-1500,4
9144.2,7849.38,19,554,138,-2923.52,2
9145.91,6853.27,22,554,138,-2962.84,4
9149.45,7448.67,23,554,138,-3168.38,2
9151,5815.17,13,650,98,-2388,0
9156,6082.44,17,651,100,-3039,0
9157,6446.21,17,617,111,-1169,0
9159,6840.49,17,519,122,-2985,0
9161,7514.16,42,582,160,-4187,0
9161,6781.49,19,620,122,-1260,0
9161.67,8480.1,36,549,149,496,4
9162,8376.93,18,485,126,-3145,0
9162.46,7395.15,16,554,138,-3048.89,2
9164.41,7729.38,18,554,138,-2924.33,3
9165,7678.11,25,613,135,-3651,0
9168.91,6977.22,66,517,107,-1963.68,5
9169,6773.79,24,618,102,-2038,0
9173.52,7604.32,23,554,138,-2882.19,2
9174.25,7596.46,29,554,138,-2852.2,3
9174.72,7720.79,25,516,102,-900,4
9176.05,7569.11,20,554,138,-3100.99,2
9176.76,7818.4,18,554,138,-3082.46,2
9177.95,8126.81,26,516,102,-976,5
9180.41,7816.12,25,516,102,-983,5
9183.28,7024.78,15,554,138,-3125.6,4
9183.57,7813.38,24,516,102,-1000,5
9185.08,7566.88,25,621,123,-2472.78,4
9186.88,7527.74,21,554,138,-3124.92,2
9191,5844.32,60,619,111,-3242,0
9193.9,7334.61,22,554,138,-2989.94,3
9197.41,6899.61,20,554,138,-3140.65,3
9197.98,6876.34,25,554,138,-2984.37,4
9199.78,6921.71,18,554,138,-3260.9,3
9201.48,7663.26,14,554,138,-3129.56,2
9201.49,6957.35,18,554,138,-3202.33,3
9203.3,6931.52,32,554,138,-3230.41,3
9205,5312.42,9,548,91,-1973,0
9210.41,7483.24,16,554,138,-3105.06,2
9212.38,7961.81,23,516,102,-912,4
9212.98,7658.27,24,554,138,-2833.02,2
9220.98,7305.51,25,516,102,-1680,4
9222.64,7427.96,19,554,138,-3115.99,2
9224.45,7490.77,21,554,138,-2942.89,2
9225.17,7252.88,23,554,138,-3143.57,2
9226.44,7346.26,18,621,123,-2589.16,2
9226.97,7655.46,17,554,138,-3064.06,2
9228.11,7040.01,17,554,138,-3171.63,3
9229.25,7276.86,19,554,138,-3080.58,2
9229.4,7860.77,18,554,138,-3097.47,3
9230,7297.08,21,522,116,-2616,0
9232.18,7511.85,19,554,138,-3087.54,2
9232.94,7503.85,19,554,138,-3101.13,2
9237,6921.28,37,615,116,-3256,0
9238.05,7665.71,20,554,138,-3083.18,2
9240.44,8125.52,18,554,138,-2994.65,3
9246,8249.55,16,483,120,-2599,0
9247.54,7396.21,28,516,102,-1660,5
9248.03,7906.3,21,554,138,-2965.96,4
9248.6,7725.18,18,554,138,-3034.76,2
9249.31,6681.49,16,554,138,-3308.3,2
9254.36,7306.07,18,554,138,-3099.46,2
9256,7510.54,49,584,120,-3518,0
9258.36,8219.76,20,554,138,-2901.26,2
9258.47,8014.87,27,516,102,-1200,4
9260.59,7368.06,14,554,138,-3179.46,2
9263,6810.58,21,582,127,-2557,0
9264.32,7339.87,15,554,138,-3190.23,2
9265.39,7488.09,19,554,138,-3026.48,2
9265.54,7067.64,19,554,138,-3132.98,4
9266.25,7695.75,13,554,138,-3098.93,2
9267,8807.04,279,429,152,-1800,0
9269.14,7476.26,29,554,138,-3106.97,3
9269.14,7479.31,29,554,138,-3099.19,3
9269.32,6627.09,20,554,138,-3313.86,2
9270.4,7612.55,16,554,138,-3051.22,2
9270.66,7516.98,20,554,138,-3089.5,2
9270.96,7128.7,16,554,138,-3156.26,3
9272.76,7814.93,15,554,138,-3042.6,3
9274.33,7092.56,17,554,138,-3125.21,2
9274.64,8153.95,32,554,138,-2796.31,2
9274.98,7459.32,25,554,138,-3105.44,3
9277.63,7325.19,21,554,138,-3214.06,2
9278.47,7586.45,70,517,107,-1897.77,5
9278.52,7124.67,15,554,138,-3136.08,4
9279.51,7329.39,15,554,138,-3167.47,2
9279.69,7769.86,25,516,102,-1000,5
9280.98,7459.33,25,554,138,-3111.22,3
9280.98,7484.99,25,554,138,-3097.33,3
9282.77,7744.6,15,554,138,-3025.52,2
9282.9,7419.69,18,554,138,-3081.54,2
9284.09,7311.6,17,554,138,-3175.17,2
9286.47,7297.51,16,554,138,-3182.08,2
9287.01,7126.99,14,554,138,-3202.18,2
9287.59,7739.17,16,554,138,-3058.46,2
9289.35,7221.03,15,554,138,-3192.86,2
9289.42,8362.79,18,516,102,-936,5
9289.59,7400.99,16,554,138,-3187.34,2
9293.76,7810.49,20,554,138,-2805.46,2
9298.8,7803.6,70,517,107,-1834.2,4
9301.76,6865.16,22,554,138,-3209.6,3
9302.43,7789.02,14,554,138,-3042.4,2
9303.39,8318.34,22,554,138,-2807.07,4
9305,7027.26,15,553,117,-2823,0
9309.47,7418.72,23,554,138,-3061.09,3
9310.45,7987.96,56,517,107,-1703.1,4
9312,7688.92,21,485,106,-1966,0
9313.85,7990.59,67,517,107,-1816.14,4
9320.97,7156.07,24,554,138,-3073.24,2
9321.99,7880.15,28,554,138,-2897.01,2
9323,8095.8,27,556,135,-899,0
9331.56,7554.17,13,554,138,-3127.67,2
9339.57,7912.04,65,517,107,-1779.42,5
9343.07,6963.49,16,554,138,-3218.36,2
9343.67,7233.29,18,554,138,-3161.3,2
9344.92,7385.12,18,554,138,-3202.51,2
9346.92,7717.2,27,516,102,-1350,5
9347.69,7641.81,21,554,138,-3017.66,2
9348.13,7365,16,554,138,-3127.33,2
9350.13,7712.05,74,517,107,-1790.74,5
9353.05,6751.78,20,554,138,-3313.33,3
9354.08,7657.59,15,554,138,-3087.78,2
9360,7966.06,18,553,139,-3263,0
9363.47,7995.56,18,554,138,-3065.99,3
9364.31,7320.95,15,554,138,-3135.76,3
9365.98,7726.41,26,516,102,-518,4
9366.19,7180.74,23,554,138,-3179.83,2
9366.45,7680.97,101,490,130,-3033.14,2
9367.71,7656.92,98,490,130,-3030.53,2
9368,7636.87,28,553,106,-2372,0
9370.4,6915.17,23,554,138,-3264.72,2
9374.24,7636.62,61,517,107,-1805.03,5
9376.3,8250.17,23,554,138,-2854.38,4
9376.97,7766.89,101,490,130,-3018.58,2
9378.18,6740.83,28,554,138,-3317.18,2
9378.85,7380.64,16,554,138,-3083.09,2
9384,7879.03,80,585,129,-2787,0
9389.66,7527.66,99,490,130,-3013.28,2
9394.1,7272.95,21,554,138,-3119.23,3
9397.01,7837.97,96,490,130,-2955.41,2
9397.03,7602.89,86,587,135,-3237.24,0
9399.1,8350.29,96,490,130,-2657.49,2
9399.96,8374.31,98,490,130,-2667.47,2
9401.89,7593.73,15,621,123,-2451.37,3
9402.02,7708.3,100,490,130,-3065.96,2
9404.15,8087.7,80,490,130,-2984.88,2
9407.42,7999.49,98,490,130,-2983.7,2
9408.3,7116.62,19,554,138,-3216.58,2
9408.61,7842.73,98,490,130,-3002.59,2
9410.29,7659.14,99,490,130,-2999,2
9411.56,7754.48,99,490,130,-2992.18,2
9412.07,7285.19,14,621,123,-2509.2,2
9414,6363.31,34,586,101,-2356,0
9414.47,7245.54,12,621,123,-2512.12,2
9415.71,7809.48,96,490,130,-3026.43,2
9416.93,7928.15,20,554,138,-2929.96,5
9418.73,8342.16,86,490,130,-2786.4,4
9418.79,7589.67,70,517,107,-1868.11,5
9420.71,7925.2,98,490,130,-2894,2
9421.08,7568.01,99,490,130,-3028.49,2
9422.4,7276.24,21,554,138,-3187.35,3
9423.2,7764.79,99,490,130,-2976.81,2
9424.79,8103.57,18,554,138,-2999.65,3
9424.94,8241.25,23,554,138,-2889.24,2
9425.23,7993.2,99,490,130,-3033.81,2
9426.1,8067.24,21,554,138,-2960.66,4
9426.72,7610.96,29,554,138,-2979.35,4
9427.05,7180.37,16,554,138,-3013.19,3
9432,6715.77,44,524,116,-2770,0
9435.84,8152.79,19,554,138,-2980.83,3
9436,7314.27,11,554,140,-2997,0
9436.2,7677.8,98,490,130,-2946.74,2
9436.53,7158.81,16,554,138,-3453.2,0
